species_id,full_species,species,genus,family,epithet,author,unmatched_terms,iucn_status
880,Brodiaea elegans Hoover,Brodiaea elegans,Brodiaea,Asparagaceae,elegans,Hoover,,Not assessed
881,Calochortus eurycarpus S.Watson,Calochortus eurycarpus,Calochortus,Liliaceae,eurycarpus,S.Watson,,Not assessed
882,Calochortus gunnisonii S.Watson,Calochortus gunnisonii,Calochortus,Liliaceae,gunnisonii,S.Watson,,Not assessed
883,Calochortus leichtlinii Hook.f.,Calochortus leichtlinii,Calochortus,Liliaceae,leichtlinii,Hook.f.,,Not assessed
884,Calochortus luteus Douglas ex Lindl.,Calochortus luteus,Calochortus,Liliaceae,luteus,Douglas ex Lindl.,,Not assessed
885,Calochortus splendens Douglas ex Benth.,Calochortus splendens,Calochortus,Liliaceae,splendens,Douglas ex Benth.,,Not assessed
886,Calochortus tolmiei Hook. & Arn.,Calochortus tolmiei,Calochortus,Liliaceae,tolmiei,Hook. & Arn.,,Not assessed
887,Oenothera hartwegii Benth.,Oenothera hartwegii,Oenothera,Onagraceae,hartwegii,Benth.,,Not assessed
888,Chaerophyllum tainturieri Hook. & Arn.,Chaerophyllum tainturieri,Chaerophyllum,Apiaceae,tainturieri,Hook. & Arn.,,Not assessed
889,Cirsium altissimum (L.) Spreng.,Cirsium altissimum,Cirsium,Asteraceae,altissimum,(L.) Spreng.,,Not assessed
890,Cirsium horridulum Michx.,Cirsium horridulum,Cirsium,Asteraceae,horridulum,Michx.,,Not assessed
891,Cirsium texanum Buckley,Cirsium texanum,Cirsium,Asteraceae,texanum,Buckley,,Not assessed
892,Diervilla sessilifolia Buckley,Diervilla sessilifolia,Diervilla,Caprifoliaceae,sessilifolia,Buckley,,Not assessed
893,Senegalia berlandieri (Benth.) Britton & Rose,Senegalia berlandieri,Senegalia,Fabaceae,berlandieri,(Benth.) Britton & Rose,,LC
894,Elephantopus elatus Bertol.,Elephantopus elatus,Elephantopus,Asteraceae,elatus,Bertol.,,Not assessed
895,Acacia redolens Maslin,Acacia redolens,Acacia,Fabaceae,redolens,Maslin,,LC
896,Vachellia rigidula (Benth.) Seigler & Ebinger,Vachellia rigidula,Vachellia,Fabaceae,rigidula,(Benth.) Seigler & Ebinger,,LC
897,Hackelia velutina (Piper) I.M.Johnst.,Hackelia velutina,Hackelia,Boraginaceae,velutina,(Piper) I.M.Johnst.,,Not assessed
898,Haplophyton crooksii (L.D.Benson) L.D.Benson,Haplophyton crooksii,Haplophyton,Apocynaceae,crooksii,(L.D.Benson) L.D.Benson,,Not assessed
899,Aextoxicon punctatum Ruiz & Pav.,Aextoxicon punctatum,Aextoxicon,Aextoxicaceae,punctatum,Ruiz & Pav.,,LC
900,Lithops aucampiae L.Bolus,Lithops aucampiae,Lithops,Aizoaceae,aucampiae,L.Bolus,,Not assessed
901,Lithops olivacea L.Bolus,Lithops olivacea,Lithops,Aizoaceae,olivacea,L.Bolus,,Not assessed
902,Cyrtanthus elatus (Jacq.) Traub,Cyrtanthus elatus,Cyrtanthus,Amaryllidaceae,elatus,(Jacq.) Traub,,Not assessed
903,Guatteria aeruginosa Standl.,Guatteria aeruginosa,Guatteria,Annonaceae,aeruginosa,Standl.,,LC
904,Dischidia ovata Benth.,Dischidia ovata,Dischidia,Apocynaceae,ovata,Benth.,,Not assessed
905,Trachelospermum asiaticum (Siebold & Zucc.) Nakai,Trachelospermum asiaticum,Trachelospermum,Apocynaceae,asiaticum,(Siebold & Zucc.) Nakai,,Not assessed
906,Alocasia baginda Kurniawan & P.C.Boyce,Alocasia baginda,Alocasia,Araceae,baginda,Kurniawan & P.C.Boyce,,Not assessed
907,Alocasia lauterbachiana (Engl.) A.Hay,Alocasia lauterbachiana,Alocasia,Araceae,lauterbachiana,(Engl.) A.Hay,,Not assessed
908,Alocasia reginula A.Hay,Alocasia reginula,Alocasia,Araceae,reginula,A.Hay,,Not assessed
909,Alocasia wentii Engl. & K.Krause,Alocasia wentii,Alocasia,Araceae,wentii,Engl. & K.Krause,,Not assessed
910,Alocasia zebrina G.W.Johnson & R.Hogg,Alocasia zebrina,Alocasia,Araceae,zebrina,G.W.Johnson & R.Hogg,,Not assessed
911,Anthurium clarinervium Matuda,Anthurium clarinervium,Anthurium,Araceae,clarinervium,Matuda,,Not assessed
912,Anthurium faustomirandae Pérez-Farr. & Croat,Anthurium faustomirandae,Anthurium,Araceae,faustomirandae,Pérez-Farr. & Croat,,Not assessed
913,Anthurium salvinii Hemsl.,Anthurium salvinii,Anthurium,Araceae,salvinii,Hemsl.,,Not assessed
914,Anthurium schlechtendalii Kunth,Anthurium schlechtendalii,Anthurium,Araceae,schlechtendalii,Kunth,,Not assessed
915,Anthurium veitchii Mast.,Anthurium veitchii,Anthurium,Araceae,veitchii,Mast.,,Not assessed
916,Anthurium warocqueanum T.Moore,Anthurium warocqueanum,Anthurium,Araceae,warocqueanum,T.Moore,,Not assessed
917,Wodyetia bifurcata A.K.Irvine,Wodyetia bifurcata,Wodyetia,Arecaceae,bifurcata,A.K.Irvine,,LR/cd
918,Cereus forbesii C.F.Först.,Cereus forbesii,Cereus,Cactaceae,forbesii,C.F.Först.,,Not assessed
919,Bourreria costaricensis (Standl.) A.H.Gentry,Bourreria costaricensis,Bourreria,Ehretiaceae,costaricensis,(Standl.) A.H.Gentry,,LC
920,Coryphantha elephantidens (Lem.) Lem.,Coryphantha elephantidens,Coryphantha,Cactaceae,elephantidens,(Lem.) Lem.,,LC
921,Pilosocereus chrysostele (Vaupel) Byles & G.D.Rowley,Pilosocereus chrysostele,Pilosocereus,Cactaceae,chrysostele,(Vaupel) Byles & G.D.Rowley,,NT
922,Pilosocereus pachycladus F.Ritter,Pilosocereus pachycladus,Pilosocereus,Cactaceae,pachycladus,F.Ritter,,LC
923,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus,Cactaceae,multicostatus,(Daul) A.Berger,,DD
924,Tephrocactus alexanderi (Britton & Rose) Backeb.,Tephrocactus alexanderi,Tephrocactus,Cactaceae,geometricus,(Britton & Rose) Backeb.,,Not assessed
925,Pterocephalus pterocephala (L.) Dörfl.,Pterocephalus pterocephala,Pterocephalus,Caprifoliaceae,perennis,(L.) Dörfl.,,Not assessed
926,Maytenus ilicifolia Mart. ex Reissek,Maytenus ilicifolia,Maytenus,Celastraceae,ilicifolia,Mart. ex Reissek,,Not assessed
927,Cyanotis somaliensis C.B.Clarke,Cyanotis somaliensis,Cyanotis,Commelinaceae,somaliensis,C.B.Clarke,,Not assessed
928,Tradescantia sillamontana Matuda,Tradescantia sillamontana,Tradescantia,Commelinaceae,sillamontana,Matuda,,Not assessed
929,Senecio minimus Poir.,Senecio minimus,Senecio,Asteraceae,minimus,Poir.,,Not assessed
930,Leptinella potentillina F.Muell.,Leptinella potentillina,Leptinella,Asteraceae,potentillina,F.Muell.,,Not assessed
931,Leucophyta brownii Cass.,Leucophyta brownii,Leucophyta,Asteraceae,brownii,Cass.,,Not assessed
932,Crassothonna capensis (L.H.Bailey) B.Nord.,Crassothonna capensis,Crassothonna,Asteraceae,capensis,(L.H.Bailey) B.Nord.,,Not assessed
933,Rhodanthe chlorocephala (Turcz.) Paul G.Wilson,Rhodanthe chlorocephala,Rhodanthe,Asteraceae,chlorocephala,(Turcz.) Paul G.Wilson,,Not assessed
934,Tagetes lunulata Ortega,Tagetes lunulata,Tagetes,Asteraceae,lunulata,Ortega,,Not assessed
935,Sedum adolphi Raym.-Hamet,Sedum adolphi,Sedum,Crassulaceae,adolphi,Raym.-Hamet,,Not assessed
936,Sedum allantoides Rose,Sedum allantoides,Sedum,Crassulaceae,allantoides,Rose,,Not assessed
937,Sedum burrito Moran,Sedum burrito,Sedum,Crassulaceae,burrito,Moran,,Not assessed
938,Sedum clavatum R.T.Clausen,Sedum clavatum,Sedum,Crassulaceae,clavatum,R.T.Clausen,,Not assessed
939,Hylotelephium cyaneum (Rudolph) H.Ohba,Hylotelephium cyaneum,Hylotelephium,Crassulaceae,cyaneum,(Rudolph) H.Ohba,,Not assessed
940,Sedum kimnachii V.V.Byalt,Sedum kimnachii,Sedum,Crassulaceae,decumbens,V.V.Byalt,,Not assessed
941,Sedum furfuraceum Moran,Sedum furfuraceum,Sedum,Crassulaceae,furfuraceum,Moran,,Not assessed
942,Sedum hernandezii J.Meyrán,Sedum hernandezii,Sedum,Crassulaceae,hernandezii,J.Meyrán,,Not assessed
943,Sedum japonicum Siebold ex Miq.,Sedum japonicum,Sedum,Crassulaceae,japonicum,Siebold ex Miq.,,Not assessed
944,Sedum makinoi Maxim.,Sedum makinoi,Sedum,Crassulaceae,makinoi,Maxim.,,Not assessed
945,Sedum praealtum A.DC.,Sedum praealtum,Sedum,Crassulaceae,praealtum,A.DC.,,Not assessed
946,Sedum × rubrotinctum R.T.Clausen,Sedum × rubrotinctum,Sedum,Crassulaceae,rubrotinctum,R.T.Clausen,,Not assessed
947,Carex punicea K.A.Ford,Carex punicea,Carex,Cyperaceae,rubra,K.A.Ford,,Not assessed
948,Empetrum rubrum Vahl ex Willd.,Empetrum rubrum,Empetrum,Ericaceae,rubrum,Vahl ex Willd.,,Not assessed
949,Acalypha macrostachya Jacq.,Acalypha macrostachya,Acalypha,Euphorbiaceae,macrostachya,Jacq.,,LC
950,Pelargonium echinatum Curtis,Pelargonium echinatum,Pelargonium,Geraniaceae,echinatum,Curtis,,Not assessed
951,Pelargonium sidoides DC.,Pelargonium sidoides,Pelargonium,Geraniaceae,sidoides,DC.,,LC
952,Pelargonium tomentosum Jacq.,Pelargonium tomentosum,Pelargonium,Geraniaceae,tomentosum,Jacq.,,Not assessed
953,Senegalia brevispica (Harms) Seigler & Ebinger,Senegalia brevispica,Senegalia,Fabaceae,brevispica,(Harms) Seigler & Ebinger,,LC
954,Vachellia caven (Molina) Seigler & Ebinger,Vachellia caven,Vachellia,Fabaceae,caven,(Molina) Seigler & Ebinger,,LC
955,Acacia cognata Domin,Acacia cognata,Acacia,Fabaceae,cognata,Domin,,LC
956,Acacia confluens Maiden & Blakely,Acacia confluens,Acacia,Fabaceae,confluens,Maiden & Blakely,,LC
957,Dalbergia retusa Hemsl.,Dalbergia retusa,Dalbergia,Fabaceae,retusa,Hemsl.,,CR
958,Neltuma pallida (Humb. & Bonpl. ex Willd.) C.E.Hughes & G.P.Lewis,Neltuma pallida,Neltuma,Fabaceae,pallida,(Humb. & Bonpl. ex Willd.) C.E.Hughes & G.P.Lewis,,LC
959,Cedrela fissilis Vell.,Cedrela fissilis,Cedrela,Meliaceae,fissilis,Vell.,,VU
960,Nepenthes mirabilis (Lour.) Druce,Nepenthes mirabilis,Nepenthes,Nepenthaceae,mirabilis,(Lour.) Druce,,LC
961,Nepenthes × neglecta Macfarl.,Nepenthes × neglecta,Nepenthes,Nepenthaceae,neglecta,Macfarl.,,Not assessed
962,Nothofagus betuloides (Mirb.) Oerst.,Nothofagus betuloides,Nothofagus,Nothofagaceae,betuloides,(Mirb.) Oerst.,,LC
963,Nothofagus dombeyi (Mirb.) Oerst.,Nothofagus dombeyi,Nothofagus,Nothofagaceae,dombeyi,(Mirb.) Oerst.,,LC
964,Nothofagus nitida (Phil.) Krasser,Nothofagus nitida,Nothofagus,Nothofagaceae,nitida,(Phil.) Krasser,,LC
965,Nymphaea rubra Roxb. ex Andrews,Nymphaea rubra,Nymphaea,Nymphaeaceae,rubra,Roxb. ex Andrews,,LC
966,Dendrobium anosmum Lindl.,Dendrobium anosmum,Dendrobium,Orchidaceae,anosmum,Lindl.,,Not assessed
967,Dendrobium kingianum Bidwill ex Lindl.,Dendrobium kingianum,Dendrobium,Orchidaceae,kingianum,Bidwill ex Lindl.,,Not assessed
968,Dendrobium munificum (Finet) Schltr.,Dendrobium munificum,Dendrobium,Orchidaceae,munificum,(Finet) Schltr.,,Not assessed
969,Dendrobium thyrsiflorum B.S.Williams,Dendrobium thyrsiflorum,Dendrobium,Orchidaceae,thyrsiflorum,B.S.Williams,,Not assessed
970,Dendrobium victoriae-reginae Loher,Dendrobium victoriae-reginae,Dendrobium,Orchidaceae,victoriae-reginae,Loher,,Not assessed
971,Erycina pusilla (L.) N.H.Williams & M.W.Chase,Erycina pusilla,Erycina,Orchidaceae,pusilla,(L.) N.H.Williams & M.W.Chase,,Not assessed
972,"Adlumia fungosa (Aiton) Britton, Sterns & Poggenb.",Adlumia fungosa,Adlumia,Papaveraceae,fungosa,"(Aiton) Britton, Sterns & Poggenb.",,Not assessed
973,Peperomia albovittata C.DC.,Peperomia albovittata,Peperomia,Piperaceae,albovittata,C.DC.,,CR
974,Peperomia clusiifolia (Jacq.) Hook.,Peperomia clusiifolia,Peperomia,Piperaceae,clusiifolia,(Jacq.) Hook.,,Not assessed
975,Peperomia columella Rauh & Hutchison,Peperomia columella,Peperomia,Piperaceae,columella,Rauh & Hutchison,,Not assessed
976,Peperomia ferreyrae Yunck.,Peperomia ferreyrae,Peperomia,Piperaceae,ferreyrae,Yunck.,,Not assessed
977,Peperomia graveolens Rauh & Barthlott,Peperomia graveolens,Peperomia,Piperaceae,graveolens,Rauh & Barthlott,,VU
978,Peperomia maculosa (L.) Hook.,Peperomia maculosa,Peperomia,Piperaceae,maculosa,(L.) Hook.,,Not assessed
979,Peperomia pecuniifolia Trel. & Standl.,Peperomia pecuniifolia,Peperomia,Piperaceae,pecuniifolia,Trel. & Standl.,,Not assessed
980,Peperomia polybotrya Kunth,Peperomia polybotrya,Peperomia,Piperaceae,polybotrya,Kunth,,Not assessed
981,Peperomia prostrata B.S.Williams ex Mast. & T.Moore,Peperomia prostrata,Peperomia,Piperaceae,prostrata,B.S.Williams ex Mast. & T.Moore,,Not assessed
982,Peperomia tetragona Ruiz & Pav.,Peperomia tetragona,Peperomia,Piperaceae,tetragona,Ruiz & Pav.,,Not assessed
983,Peperomia verticillata (L.) A.Dietr.,Peperomia verticillata,Peperomia,Piperaceae,verticillata,(L.) A.Dietr.,,Not assessed
984,Lomatia ferruginea (Cav.) R.Br.,Lomatia ferruginea,Lomatia,Proteaceae,ferruginea,(Cav.) R.Br.,,LC
985,Anemone pavoniana Boiss.,Anemone pavoniana,Anemone,Ranunculaceae,pavoniana,Boiss.,,Not assessed
986,Eriocapitella tomentosa (Maxim.) Christenh. & Byng,Eriocapitella tomentosa,Eriocapitella,Ranunculaceae,tomentosa,(Maxim.) Christenh. & Byng,,Not assessed
987,Eumachia haematocarpa (Standl.) C.M.Taylor & Razafim.,Eumachia haematocarpa,Eumachia,Rubiaceae,haematocarpa,(Standl.) C.M.Taylor & Razafim.,,Not assessed
988,Angostura granulosa (Kallunki) Kallunki,Angostura granulosa,Angostura,Rutaceae,granulosa,(Kallunki) Kallunki,,LC
989,Smilax excelsa L.,Smilax excelsa,Smilax,Smilacaceae,excelsa,L.,,Not assessed
990,Coussapoa villosa Poepp. & Endl.,Coussapoa villosa,Coussapoa,Urticaceae,villosa,Poepp. & Endl.,,LC
991,Cyphostemma cyphopetalum (Fresen.) Desc. ex Wild & R.B.Drumm.,Cyphostemma cyphopetalum,Cyphostemma,Vitaceae,cyphopetalum,(Fresen.) Desc. ex Wild & R.B.Drumm.,,Not assessed
992,Cyphostemma juttae (Dinter & Gilg) Desc.,Cyphostemma juttae,Cyphostemma,Vitaceae,juttae,(Dinter & Gilg) Desc.,,LC
993,Cyphostemma serpens (Hochst. ex A.Rich.) Desc.,Cyphostemma serpens,Cyphostemma,Vitaceae,serpens,(Hochst. ex A.Rich.) Desc.,,LC
994,Nepenthes alata Blanco,Nepenthes alata,Nepenthes,Nepenthaceae,alata,Blanco,,LC
995,Nepenthes truncata Macfarl.,Nepenthes truncata,Nepenthes,Nepenthaceae,truncata,Macfarl.,,EN
996,Lavandula spp.,Lavandula spp.,Lavandula,Lamiaceae,,L.,spp.,Not assessed
997,Aphelandra aurantiaca (Scheidw.) Lindl.,Aphelandra aurantiaca,Aphelandra,Acanthaceae,aurantiaca,(Scheidw.) Lindl.,,Not assessed
998,Guatteria dolichopoda Donn.Sm.,Guatteria dolichopoda,Guatteria,Annonaceae,dolichopoda,Donn.Sm.,,LC
999,Stenanona costaricensis R.E.Fr.,Stenanona costaricensis,Stenanona,Annonaceae,costaricensis,R.E.Fr.,,LC
